Species,Family,Authority,Growth Form,Exotic,
Mikania lanceolata,Asteraceae,Hieron.,"S,V",,
Mikania lasiopoda,Asteraceae,B.L. Rob.,V,,
Mikania leiostachya,Asteraceae,Benth.,V,,
Mikania lutescens,Asteraceae,B.L. Rob.,S,,
Mikania macrostipulata,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania mathewsii,Asteraceae,B.L. Rob.,V,,
Mikania megalophylla,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania micrantha,Asteraceae,Kunth,V,,
Mikania montana,Asteraceae,B.L. Rob.,V,,
Mikania parvicapitulata,Asteraceae,Hieron.,"S,V",,
Mikania parviflora,Asteraceae,(Aubl.) H. Karst.,V,,
Mikania pendula,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania psilostachya,Asteraceae,DC.,"S,V",,
Mikania rimachii,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania rugosa,Asteraceae,B.L. Rob.,"S,V",,
Mikania shushunensis,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania simpsonii,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania speciosa,Asteraceae,DC.,V,,
Mikania sprucei,Asteraceae,Baker in Mart.,V,,
Mikania stereodes,Asteraceae,B.L. Rob.,V,,
Mikania stygia,Asteraceae,B.L. Rob.,V,,
Mikania szyszylowiczii,Asteraceae,Hieron.,"S,V",,
Mikania tambillensis,Asteraceae,Hieron.,V,,
Mikania tonduzii,Asteraceae,B. Robinson,V,,
Mikania trachodes,Asteraceae,B.L. Rob.,V,,
Mikania vargasii,Asteraceae,W.C. Holmes & McDaniel,V,,
Mikania vitifolia,Asteraceae,DC.,V,,
Mikania weberbaueri,Asteraceae,Hieron.,"S,V",,
Mikania woytkowskii,Asteraceae,W.C. Holmes & McDaniel,V,,
Mimosa acantholoba,Fabaceae-mimosoideae,(Humb. & Bonpl. ex Willd.) Poiret,S,,
Mimosa albida,Fabaceae-mimosoideae,Humb. & Bonpl. ex Willd.,S,,
Mimosa andina,Fabaceae-mimosoideae,Benth.,S,,
Mimosa annularis,Fabaceae-mimosoideae,,V,,
Mimosa boliviana,Fabaceae-mimosoideae,Benth.,S,,
Mimosa caduca,Fabaceae-mimosoideae,(Humb. & Bonpl. ex Willd.) Poiret,"T,S",,
Mimosa ctenodes,Fabaceae-mimosoideae,Barneby,S,,
Mimosa cuzcoana,Fabaceae-mimosoideae,J.F. Macbr.,S,,
Mimosa dormiens,Fabaceae-mimosoideae,Humb. & Bonpl. ex Willd.,S,,
Mimosa guilandinae,Fabaceae-mimosoideae,(DC.) Barneby,,,
Mimosa incarum,Fabaceae-mimosoideae,Barneby,S,,
Mimosa loxensis,Fabaceae-mimosoideae,Barneby,S,,
Mimosa montana,Fabaceae-mimosoideae,,S,,
Mimosa myriadena,Fabaceae-mimosoideae,(Sruce ex Benth.) Barneby,"U,T",,
Mimosa myriadenia,Fabaceae-mimosoideae,(Benth.) Benth.,V,,
Mimosa nothacacia,Fabaceae-mimosoideae,Barneby,"T,S",,
Mimosa pectinatipinna,Fabaceae-mimosoideae,Burkart,S,,
Mimosa pellita,Fabaceae-mimosoideae,Humb. & Bonpl. ex Willd.,S,,
Mimosa pigra,Fabaceae-mimosoideae,L.,,,
Mimosa polycarpa,Fabaceae-mimosoideae,,S,,
Mimosa polydactyla,Fabaceae-mimosoideae,Humb. & Bonpl. ex Willd.,,,
Mimosa pudica,Fabaceae-mimosoideae,L.,,,
Mimosa quadrivalvis,Fabaceae-mimosoideae,L.,U,,
Mimosa quitensis,Fabaceae-mimosoideae,Benth.,S,,
Mimosa revoluta,Fabaceae-mimosoideae,(Kunth) Benth.,S,,
Mimosa rufescens,Fabaceae-mimosoideae,Benth.,V,,
Mimosa schrankioides,Fabaceae-mimosoideae,,"S,V",,
Mimosa sensitiva,Fabaceae-mimosoideae,L.,,,
Mimosa tarda,Fabaceae-mimosoideae,Barneby,S,,
Mimosa tenuiflora,Fabaceae-mimosoideae,(Willd.) Poir.,,,
Mimosa tetragona,Fabaceae-mimosoideae,Poir.,U,,
Mimosa townsendii,Fabaceae-mimosoideae,Barneby,U,,
Mimosa velloziana,Fabaceae-mimosoideae,Mart.,"S,V",,
Mimosa weberbaueri,Fabaceae-mimosoideae,Harms,"S,V",,
Mimosa williamsii,Fabaceae-mimosoideae,Rusby,S,,
Mimusops coriacea,Sapotaceae,(A. DC.) Miq.,T,*,
Mimusops elengi,Sapotaceae,L.,M,*,
Minquartia guianensis,Olacaceae,Aubl.,T,,
Minthostachys andina,Lamiaceae,(Britton ex Rusby) Epling,S,,
Minthostachys glabrescens,Lamiaceae,Epling,S,,
Minthostachys mandoniana,Lamiaceae,Epling,S,,
Minthostachys salicifolia,Lamiaceae,Epling,S,,
Minthostachys setosa,Lamiaceae,(Briq.) Epling,S,,
Minthostachys spicata,Lamiaceae,(Bentham) Epling,S,,
Minthostachys tomentosa,Lamiaceae,(Benth.) Epling,S,,
Mirabilis jalapa,Nyctaginaceae,L.,T,,
Mirabilis viscosa,Nyctaginaceae,Cav.,S,,
Mollia glabrescens,Malvaceae,Benth.,T,,
Mollia globularis,Malvaceae,Meijer,T,,
Mollia gracilis,Malvaceae,Spruce ex Benth.,T,,
Mollia lepidota,Malvaceae,Spruce ex Benth.,T,,
Mollia speciosa,Malvaceae,Mart.,>10 cm dbh,,
Mollia ulei,Malvaceae,Burret,T,,
Mollia williamsii,Malvaceae,Baehni,T,,
Mollinedia caudata,Monimiaceae,J.F. Macbr.,,,
Mollinedia costaricensis,Monimiaceae,Donn. Sm.,"S,T",,
Mollinedia darienensis,Monimiaceae,Standl.,U,,
Mollinedia grandifolia,Monimiaceae,Perkins,"S,T",,
Mollinedia grazielae,Monimiaceae,Peixoto,T,,
Mollinedia grosseserrata,Monimiaceae,Perkins,"S,T",,
Mollinedia killipii,Monimiaceae,J.F. Macbr.,S,,
Mollinedia krukovii,Monimiaceae,A.C. Sm.,,,
Mollinedia lanceolata,Monimiaceae,Ruiz Lopez & Pavon,"U,S",,
Mollinedia latifolia,Monimiaceae,(Poepp. & Endl.) Tul.,"S,T,U",,
Mollinedia liesneri,Monimiaceae,Peixoto,>10 cm dbh,,
Mollinedia longifolia,Monimiaceae,Tul.,T,,
Mollinedia macrophylla,Monimiaceae,J.F. Morales & Q. JimTnez,S,,
Mollinedia minutiflora,Monimiaceae,Standl. & L.O. Williams,"T,S",,
Mollinedia ovata,Monimiaceae,Ruiz & Pav.,>10 cm dbh,,
Mollinedia pinchotiana,Monimiaceae,Perkins,U,,
Mollinedia pulcherrima,Monimiaceae,Sleumer,"T,U",,
Mollinedia racemosa,Monimiaceae,(Schltdl.) Tul.,,,
Mollinedia repanda,Monimiaceae,Ruiz & Pav.,"T,V",,
Mollinedia rusbyana,Monimiaceae,Perkins,"T,S",,
Mollinedia simulans,Monimiaceae,J.F. Macbr.,S,,
Mollinedia tessmannii,Monimiaceae,Perkins,"T,U",,
Mollinedia tomentosa,Monimiaceae,(Benth.) Tul.,>10 cm dbh,,
Mollinedia tridentata,Monimiaceae,Sch?nfelder,U,,
Mollinedia viridiflora,Monimiaceae,Tul.,"S,T",,
Momordica charantia,Cucurbitaceae,L.,V,,
Monactis anderssonii,Asteraceae,H. Robinson,S,,
Monactis dubia,Asteraceae,Kunth,"U,S",,
Monactis flaverioides,Asteraceae,Kunth,S,,
Monactis hieronymi,Asteraceae,H. Rob.,S,,
Monactis holwayae,Asteraceae,(S. F. Blake) H. Robinson,"U,S",,
Monactis jelskii,Asteraceae,Hieron.,S,,
Monactis kingii,Asteraceae,H. Robinson,"U,S",,
Monactis lojaensis,Asteraceae,H. Robinson,S,,
Monactis pallatangensis,Asteraceae,(Hieron.) H. Robinson,"U,S",,
Monactis rhombifolia,Asteraceae,Sagast. & Dillon,"T,S",,
Monactis wurdackii,Asteraceae,H. Rob.,S,,
Monnieria trifolia,Rutaceae,Loef.,"T,U",,
Monnina acutifolia,Polygalaceae,Chodat,S,,
Monnina amplibracteata,Polygalaceae,Ferreyra,"T,S",,
Monnina andina,Polygalaceae,Chodat,S,,
Monnina arbuscula,Polygalaceae,Chodat,S,,
Monnina cacumina,Polygalaceae,N.E. Br.,S,,
Monnina callimorpha,Polygalaceae,Chodat,S,,
Monnina canescens,Polygalaceae,Ferreyra,S,,
Monnina celastroides,Polygalaceae,(Bonpl.) Chodat,"S,V",,
Monnina cestrifolia,Polygalaceae,(Bonpl.) Kunth,S,,
Monnina chimborazeana,Polygalaceae,Chodat,S,,
Monnina clarkeana,Polygalaceae,Chodat,S,,
Monnina conferta,Polygalaceae,Ruiz & Pav.,S,,
Monnina confusa,Polygalaceae,Ferreyra,S,,
Monnina connectisepala,Polygalaceae,Chodat,S,,
Monnina crassifolia,Polygalaceae,(Bonpl.) Kunth,S,,
Monnina cuspidata,Polygalaceae,Benth.,S,,
Monnina cyanea,Polygalaceae,Chodat,S,,
Monnina decurrens,Polygalaceae,Ferreyra,U,,
Monnina densecomata,Polygalaceae,Chodat,S,,
Monnina denticulata,Polygalaceae,Chodat,"S,V",,
Monnina divaristachya,Polygalaceae,Ferreyra,S,,
Monnina ebracteata,Polygalaceae,Ferreyra,S,,
Monnina equatoriensis,Polygalaceae,Chodat,S,,
Monnina gaudroniana,Polygalaceae,Ferreyra,S,,
Monnina glabrifolia,Polygalaceae,Ferreyra,S,,
Monnina herrerae,Polygalaceae,Ferreyra,S,,
Monnina hirtella,Polygalaceae,Ferreyra,S,,
Monnina huallagensis,Polygalaceae,,S,,
Monnina latifolia,Polygalaceae,(Bonpl.) DC.,S,,
Monnina lechleriana,Polygalaceae,Chodat,S,,
Monnina ligustrifolia,Polygalaceae,Kunth,S,,
Monnina longibracteata,Polygalaceae,,S,,
Monnina loxensis,Polygalaceae,Benth.,S,,
Monnina macrosepala,Polygalaceae,,S,,
Monnina marginata,Polygalaceae,C. Presl,U,,
Monnina mathusiana,Polygalaceae,Chodat,S,,
Monnina membranifolia,Polygalaceae,Ferreyra,T,,
Monnina nemorosa,Polygalaceae,Kunth,S,,
Monnina obovata,Polygalaceae,Chodat & Sodiro,S,,
Monnina obtusifolia,Polygalaceae,Kunth,S,,
Monnina ovata,Polygalaceae,Ferreyra,S,,
Monnina pachycoma,Polygalaceae,Chodat,S,,
Monnina paniculata,Polygalaceae,Benth.,S,,
Monnina pavoni,Polygalaceae,Chodat,S,,
Monnina pilosa,Polygalaceae,Kunth,S,,
Monnina polystachya,Polygalaceae,Ruiz & Pav.,S,,
Monnina pseudoaestuans,Polygalaceae,Ferreyra & Wurd.,S,,
Monnina pseudopilosa,Polygalaceae,Ferreyra,S,,
Monnina pseudopolystachya,Polygalaceae,Chodat,S,,
Monnina pseudosalicifolia,Polygalaceae,Ferreyra,T,,
Monnina pulchra,Polygalaceae,Chodat,"U,S",,
Monnina revoluta,Polygalaceae,Kunth,S,,
Monnina ruiziana,Polygalaceae,,S,,
Monnina salicifolia,Polygalaceae,Ruiz & Pav.,S,,
Monnina sandemanii,Polygalaceae,Ferreyra,S,,
Monnina sanmarcosana,Polygalaceae,Ferreyra,S,,
Monnina sodiroana,Polygalaceae,Chodat,S,,
Monnina soukupiana,Polygalaceae,Ferreyra,S,,
Monnina speciosa,Polygalaceae,Triana & Planchon,S,,
Monnina stipulata,Polygalaceae,Chodat,S,,
Monnina subscandens,Polygalaceae,Triana & Planchon,"S,V",,
Monnina subspeciosa,Polygalaceae,Chodat,S,,
Monnina tenuifolia,Polygalaceae,Chodat,S,,
Monnina tomentella,Polygalaceae,Chodat,S,,
Monnina trichoptera,Polygalaceae,Diels,U,,
Monnina valcarceliana,Polygalaceae,Ferreyra,S,,
Monnina vitis-idaea,Polygalaceae,Chodat,S,,
Monnina woytkowski,Polygalaceae,Ferreyra,S,,
Monnina wurdackii,Polygalaceae,Ferreyra,"S,V",,
Monochaetum hartwegianum,Melastomataceae,Naudin,S,,
Monochaetum lineatum,Melastomataceae,(D. Don) Naudin,S,,
Monochaetum pauciflorum,Melastomataceae,Triana,S,,
Monochaetum subglabrum,Melastomataceae,Gleason,S,,
Monopteryx inpae,Fabaceae,W.A. Rodrigues,>10 cm dbh,,
Monopteryx uaucu,Fabaceae,Spruce ex Benth. in Mart.,T,,
Monopyle macrocarpa,Gesneriaceae,Benth.,U,,
Monstera adansonii,Araceae,Schott,H,,
Monstera dilacerata,Araceae,(K. Koch & Sello) K. Koch,"E,H",,
Monstera dubia,Araceae,(Kunth) KunthEngl. & K. Krause,H,,
Monstera lechleriana,Araceae,Schott,"V,E,H",,
Monstera obliqua,Araceae,Miq.,H,,
Monstera pinnatipartita,Araceae,Schott,H,,
Monstera spruceana,Araceae,(Schott) SchottEngl. in C. Martius,H,,
Monstera subpinnata,Araceae,(Schott) Engl.,H,,
Montanoa ovalifolia,Asteraceae,Deless. ex DC.,S,,
Montezuma speciosissima,Malvaceae,DC.,,,
Monticalia andicola,Asteraceae,(Turcz.) C. Jeffrey,S,,
Monticalia angustifolia,Asteraceae,(Kunth) B. Nord.,S,,
Monticalia arbutifolia,Asteraceae,(Kunth) C. Jeffrey,S,,
Monticalia befarioides,Asteraceae,(Cuatrec.) B. Nord.,S,,
Monticalia empetroides,Asteraceae,(Cuatrec.) C. Jeffrey,S,,
Monticalia microdon,Asteraceae,(Wedd.) B. Nord.,S,,
Monticalia myrsinites,Asteraceae,(Turcz.) C. Jeffrey,S,,
Monticalia peruviana,Asteraceae,(Pers.) C. Jeffrey,S,,
Monticalia rosmarinifolia,Asteraceae,(Benth.) C. Jeffrey,S,,
Monticalia stuebelii,Asteraceae,(Hieron.) C. Jeffrey,S,,
Monticalia teretifolia,Asteraceae,(Kunth) B. Nord.,S,,
Monticalia vaccinioides,Asteraceae,(Kunth) C. Jeffrey,S,,
Montrichardia arborescens,Araceae,(L.) Schott,T,,
Mora megistosperma,Fabaceae,(Pittier) PittierBritton & Rose,T,,
Mora oleifera,Fabaceae,(Triana ex Hemsl.) Ducke,T,,
Morella cerifera,Myricaceae,(L.) Small,"T,S",,
Morinda brachycalyx,Rubiaceae,(Bremek.) Steyerm.,,,
Morinda calycina,Rubiaceae,(Benth.) Steyerm.,T,,
Morinda citrifolia,Rubiaceae,L.,"T,S",,
Morinda debilis,Rubiaceae,(Sandwith) Steyerm.,T,,
Morinda fasciculata,Rubiaceae,Benth.,"U,S",,
Morinda longiloba,Rubiaceae,(Steyerm.) Steyerm.,S?,,
Morinda panamensis,Rubiaceae,Seem.,"T,S",,
Morinda peduncularis,Rubiaceae,Kunth,S,,
Morinda royoc,Rubiaceae,L.,"S,V,T",,
Morinda siebertii,Rubiaceae,(Standley) Steyerm.,S,,
Morinda sparsiflora,Rubiaceae,(Steyerm.) Steyerm.,S?,,
Morinda surinamensis,Rubiaceae,(Bremek.) Steyerm.,S?,,
Morinda tenuiflora,Rubiaceae,(Benth.) Steyerm.,T,,
Morinda triphylla,Rubiaceae,(Ducke) Steyerm.,,,
Moringa oleifera,Moringaceae,Lam.,"S,T",*,
Morisonia americana,Capparaceae,L.,T,,
Morisonia oblongifolia,Capparaceae,Britton,T,,
Moronobea coccinea,Clusiaceae,Aubl.,>10 cm dbh,,
Moronobea intermedia,Clusiaceae,Engl.,T,,
Moronobea jenmani,Clusiaceae,Engl. in Mart.,T,,
Moronobea ptaritepuiana,Clusiaceae,Steyerm.,T,,
Moronobea pulchra,Clusiaceae,Ducke,,,
Moronobea riparia,Clusiaceae,Planch. & Triana,T,,
Mortoniodendron anisophyllum,Malvaceae,(Standl.) Standl. & Steyerm.,U,,
Mortoniodendron guatemalense,Malvaceae,Standl. & Steyerm.,"S,T",,
Morus alba,Moraceae,L.,T,,
Morus celtidifolia,Moraceae,Kunth,S,,
Morus insignis,Moraceae,Bureau,T,,
Morus nigra,Moraceae,L.,,,
Mosannona depressa,Annonaceae,(Baill.) Chatrou,T,,
Mosannona discolor,Annonaceae,(R.E. Fr.) Chatrou,T?,,
Mosannona garwoodii,Annonaceae,Chatrou & Welzenis,M,,
Mosannona hypoglauca,Annonaceae,(Standl.) Chatrou,T,,
Mosannona maculata,Annonaceae,Chatrou & Welzenis,T,,
Mosannona papillosa,Annonaceae,Chatrou,T,,
Mosannona xanthochlora,Annonaceae,(Diels) Chatrou,T,,
Mosquitoxylum jamaicense,Anacardiaceae,Krug & Urb.,T,,
Mouriri acutiflora,Melastomataceae,Naudin,T,,
Mouriri angulicosta,Melastomataceae,Morley,>10 cm dbh,,
Mouriri apiranga,Melastomataceae,Spruce ex Triana,,,
Mouriri brevipes,Melastomataceae,Hook.,S?,,
Mouriri cauliflora,Melastomataceae,Mart. ex DC.,>10 cm dbh,,
Mouriri chamissoana,Melastomataceae,Cogn. in Mart.,>10 cm dbh,,
Mouriri collocarpa,Melastomataceae,Ducke,>10 cm dbh,,
Mouriri completens,Melastomataceae,(Pittier) Burret,T,,
Mouriri crassifolia,Melastomataceae,Sagot,,,
Mouriri cyphocarpa,Melastomataceae,Standl.,T,,
Mouriri dimorphandra,Melastomataceae,Morley,,,
Mouriri domingensis,Melastomataceae,(Tussac) Spach,,,
Mouriri duckeana,Melastomataceae,Morley,>10 cm dbh,,
Mouriri duckeanoides,Melastomataceae,Morley,>10 cm dbh,,
Mouriri dumetosa,Melastomataceae,Cogn. in Mart.,,,
Mouriri emarginata,Melastomataceae,Griseb.,,,
Mouriri eugeniifolia,Melastomataceae,Spruce ex Triana,>10 cm dbh,,
Mouriri exadenia,Melastomataceae,Morley,T,,
Mouriri exilis,Melastomataceae,Gleason,"T,S",,
Mouriri ficoides,Melastomataceae,Morley,,,
Mouriri floribunda,Melastomataceae,Markgr.,T,,
Mouriri francavillana,Melastomataceae,Cogn. in Mart.,T,,
Mouriri gleasoniana,Melastomataceae,Standl.,T,,
Mouriri grandiflora,Melastomataceae,DC.,M,,
Mouriri guianensis,Melastomataceae,Aubl.,T,,
Mouriri helleri,Melastomataceae,Britton,,,
Mouriri huberi,Melastomataceae,Cogn.,>10 cm dbh,,
Mouriri laxiflora,Melastomataceae,Morley,>10 cm dbh,,
Mouriri lunatanthera,Melastomataceae,Morley,,,
Mouriri maestralis,Melastomataceae,Urban,,,
Mouriri myrtifolia,Melastomataceae,Spruce ex Triana,>10 cm dbh,,
Mouriri myrtilloides,Melastomataceae,(Sw.) Poir.,T,,
Mouriri nervosa,Melastomataceae,Pilg.,>10 cm dbh,,
Mouriri nigra,Melastomataceae,(DC.) Morley,>10 cm dbh,,
Mouriri oligantha,Melastomataceae,Pilg.,S?,,
Mouriri panamensis,Melastomataceae,Morley,U,,
Mouriri pauciflora,Melastomataceae,Spruce ex Cogn. in Mart.,S?,,
Mouriri peruviana,Melastomataceae,Morley,,,
Mouriri retentipetala,Melastomataceae,Morley,T,,
Mouriri sagotiana,Melastomataceae,Triana,,,
Mouriri sideroxylon,Melastomataceae,Sagot ex Triana,,,
Mouriri spruceana,Melastomataceae,Morley,T,,
Mouriri subumbellata,Melastomataceae,Triana,T,,
Mouriri tessmannii,Melastomataceae,Markgr.,T,,
Mouriri torquata,Melastomataceae,Morley,,,
Mouriri trunciflora,Melastomataceae,Ducke,,,
Mouriri vernicosa,Melastomataceae,Naudin,>10 cm dbh,,
Mouriri viridicosta,Melastomataceae,Morley,T,,
Moutabea aculeata,Polygalaceae,(Ruiz & Pav.) Poepp. & Endl.,"V,S,T",,
Moutabea guianensis,Polygalaceae,Aubl.,,,
Moutabea longifolia,Polygalaceae,Poepp. & Endl.,,,
Mucoa duckei,Apocynaceae,(Markgr.) Zarucchi,>10 cm dbh,,
Mucuna elliptica,Fabaceae-papilionoideae,(Ruiz & Pav.) DC.,V,,
Mucuna huberi,Fabaceae-papilionoideae,Ducke,V,,
Mucuna mutisiana,Fabaceae-papilionoideae,(Kunth) DC.,V,,
Mucuna rostrata,Fabaceae-papilionoideae,Benth.,V,,
Mucuna urens,Fabaceae-papilionoideae,(L.) Medik.,V,,
Muehlenbeckia andina,Polygonaceae,Brandbyge,S,,
Muehlenbeckia fruticulosa,Polygonaceae,(Walp.) Standl.,S,,
Muehlenbeckia nummularia,Polygonaceae,H. Gross,S,,
Muehlenbeckia platyclada,Polygonaceae,(F. Muell.) Meisn.,S,,
Muehlenbeckia tamnifolia,Polygonaceae,(Kunth) Meisn.,S,,
Muehlenbeckia tiliifolia,Polygonaceae,Wedd.,S,,
Muehlenbeckia volcanica,Polygonaceae,(Benth.) Endl.,S,,
Muellera denudata,Fabaceae,(Benth.) M. Sousa,T,,
Muellera frutescens,Fabaceae,(Aublet) Standley,T,,
Muellera moniliformis,Fabaceae,L. f.,T,,
Munnozia corymbosa,Asteraceae,Ruiz & Pav.,V,,
Munnozia foliosa,Asteraceae,Rusby,S,,
Munnozia gigantea,Asteraceae,(Rusby) Rusby,S,,
Munnozia hastifolia,Asteraceae,(Poepp.) H. Rob. & Brettell,S,,
Munnozia herrerae,Asteraceae,(Cabrera) H. Rob. & Brettell,S,,
Munnozia jussieui,Asteraceae,(Cass.) Cass.H. Robinson & Brettell,"S,V",,
Munnozia lanceolata,Asteraceae,Ruiz & Pav.,S,,
Munnozia olearioides,Asteraceae,(Muschl.) H. Rob. & Brettell,S,,
Munnozia peruensis,Asteraceae,(Cuatrec.) H. Rob. & Brettell,S,,
Munnozia silphioides,Asteraceae,(Poepp.) H. Rob. & Brettell,S,,
Munnozia trinervis,Asteraceae,Ruiz & Pav.,S,,
Munnozia venosissima,Asteraceae,Ruiz & Pav.,V,,
Muntingia calabura,Malvaceae,L.,U,,
Murraya paniculata,Rutaceae,(L.) Jack,"S,T",*,
Musa sapientum,Musaceae,L.,,,
Mussatia hyacinthina,Bignoniaceae,(Standl.) Sandwith,V,,
Mussatia prieurei,Bignoniaceae,(DC. in A. DC.) Bureau ex K. Schum.,V,,
Mutisia acuminata,Asteraceae,,S,,
Mutisia alata,Asteraceae,Hieron.,S,,
Mutisia anderssonii,Asteraceae,Sodiro ex Hieron.,"S,V",,
Mutisia arequipensis,Asteraceae,Cabrera,S,,
Mutisia discoidea,Asteraceae,Harling,S,,
Mutisia lanata,Asteraceae,Ruiz & Pav.,V,,
Mutisia lanigera,Asteraceae,Wedd.,S,,
Mutisia ledifolia,Asteraceae,Decne. ex Wedd.,S,,
Mutisia mathewsii,Asteraceae,Hook. & Arn.,S,,
Mutisia orbignyana,Asteraceae,Wedd.,S,,
Mutisia pulcherrima,Asteraceae,Muschl.,V,,
Mutisia rauhii,Asteraceae,Ferreyra,"S,V",,
Mutisia venusta,Asteraceae,S.F. Blake,V,,
Mutisia wurdackii,Asteraceae,Cabrera,V,,
Myrcia acuminata,Myrtaceae,(H.B.K.) DC.,T,,
Myrcia albidotomentosa,Myrtaceae,(Amshoff) McVaugh,T,,
Myrcia albobrunnea,Myrtaceae,McVaugh,T,,
Myrcia aliena,Myrtaceae,McVaugh,>10 cm dbh,,
Myrcia amazonica,Myrtaceae,DC.,>10 cm dbh,,
Myrcia ambivalens,Myrtaceae,McVaugh,S,,
Myrcia atrorufa,Myrtaceae,McVaugh,S,,
Myrcia ayabambensis,Myrtaceae,Hieron.,T,,
Myrcia bolivarensis,Myrtaceae,(Steyerm.) McVaugh,T,,
Myrcia bracteata,Myrtaceae,(Rich.) DC.,>10 cm dbh,,
Myrcia calycampa,Myrtaceae,Amshoff,T,,
Myrcia citrifolia,Myrtaceae,(Aubl.) Urb.,>10 cm dbh,,
Myrcia concava,Myrtaceae,McVaugh,T,,
Myrcia crassimarginata,Myrtaceae,McVaugh,T,,
Myrcia cuprea,Myrtaceae,(O. Berg) Kiaersk.,>10 cm dbh,,
Myrcia decorticans,Myrtaceae,DC.,,,
Myrcia deflexa,Myrtaceae,(Poir.) DC.,T,,
Myrcia dichasialis,Myrtaceae,McVaugh,"S,T",,
Myrcia directa,Myrtaceae,McVaugh,T,,
Myrcia egensis,Myrtaceae,(O. Berg in Mart.) McVaugh,T,,
Myrcia ehrenbergiana,Myrtaceae,(O. Berg) McVaugh,T,,
Myrcia exploratoris,Myrtaceae,McVaugh,T,,
Myrcia extranea,Myrtaceae,McVaugh,T,,
Myrcia fallax,Myrtaceae,(Rich.) DC.,"T,S",,
Myrcia fasciata,Myrtaceae,McVaugh,T,,
Myrcia fascicularis,Myrtaceae,O. Berg,"S,T",,
Myrcia fenestrata,Myrtaceae,DC.,,,
Myrcia fenzliana,Myrtaceae,O. Berg in Mart.,T,,
Myrcia floribunda,Myrtaceae,Miq.,,,
Myrcia fosteri,Myrtaceae,Croat,U,,
Myrcia gatunensis,Myrtaceae,Standl.,U,,
Myrcia gigas,Myrtaceae,McVaugh,,,
Myrcia gonini,Myrtaceae,McVaugh,T,,
Myrcia graciliflora,Myrtaceae,Sagot,,,
Myrcia grandis,Myrtaceae,McVaugh,>10 cm dbh,,
Myrcia guianensis,Myrtaceae,(Aubl.) DC.,"S,T",,
Myrcia holdridgeana,Myrtaceae,Lundell,,,
Myrcia huallagae,Myrtaceae,McVaugh,,,
Myrcia imperfecta,Myrtaceae,McVaugh,T,,
Myrcia inaequiloba,Myrtaceae,(DC.) D. Legrand,T,,
Myrcia leptoclada,Myrtaceae,DC.,,,
Myrcia lucida,Myrtaceae,(O. Berg) Kiaersk.,T,,
Myrcia madida,Myrtaceae,McVaugh,T,,
Myrcia magnifolia,Myrtaceae,(O. Berg in Mart.) Kiaerskov,>10 cm dbh,,
Myrcia magnoliifolia,Myrtaceae,DC.,T,,
Myrcia mathewsiana,Myrtaceae,(O. Berg) McVaugh,"T,S",,
Myrcia minutiflora,Myrtaceae,Sagot,,,
Myrcia mollis,Myrtaceae,(Kunth) DC.,"T,S",,
Myrcia multiflora,Myrtaceae,(Lam.) DC.,T,,
Myrcia myriantha,Myrtaceae,McVaugh,T,,
Myrcia neesiana,Myrtaceae,DC.,T,,
Myrcia nigrescens,Myrtaceae,DC.,T,,
Myrcia nubicola,Myrtaceae,McVaugh,T,,
Myrcia obumbrans,Myrtaceae,(O. Berg in Mart.) McVaugh,>10 cm dbh,,
Myrcia pagani,Myrtaceae,Krug & Urban,,,
Myrcia paivae,Myrtaceae,O. Berg,>10 cm dbh,,
Myrcia panamensis,Myrtaceae,B. Holst & M.L. Kawas.,"S,T",,
Myrcia pentagona,Myrtaceae,McVaugh,T,,
Myrcia pertusa,Myrtaceae,DC.,t,,
Myrcia pistrinalis,Myrtaceae,McVaugh,T,,
Myrcia platyclada,Myrtaceae,DC.,,,
Myrcia poeppigiana,Myrtaceae,O. Berg in Mart.,"T,S",,
Myrcia porphyrea,Myrtaceae,McVaugh,T,,
Myrcia pyrifolia,Myrtaceae,(Desv. ex Ham.) Nied.,T,,
Myrcia quitarensis,Myrtaceae,(Benth.) Sagot,T,,
Myrcia regnelliana,Myrtaceae,O. Berg,,,
Myrcia rotundata,Myrtaceae,(Amsh.) McVaughh,T,,
Myrcia rufipila,Myrtaceae,McVaugh,>10 cm dbh,,
Myrcia rupta,Myrtaceae,M.L. Kawas. & B. Holst,,,
Myrcia salicifolia,Myrtaceae,DC.,>10 cm dbh,,
Myrcia saxatilis,Myrtaceae,(Amshoff) McVaugh,,,
Myrcia servata,Myrtaceae,McVaugh,>10 cm dbh,,
Myrcia sessilifolia,Myrtaceae,Kiaerskov,,,
Myrcia sororopanensis,Myrtaceae,Steyerm.,T,,
Myrcia speciosa,Myrtaceae,(Amsh.) McVaugh,T,,
Myrcia splendens,Myrtaceae,(Sw.) DC.,"S,T",,
Myrcia subobliqua,Myrtaceae,(Benth.) Nied.,T,,
Myrcia subsericea,Myrtaceae,A. Gray,>10 cm dbh,,
Myrcia subsessilis,Myrtaceae,O. Berg,T,,
Myrcia sylvatica,Myrtaceae,(G. Mey.) DC.,T,,
Myrcia tafelbergica,Myrtaceae,Amshoff,T,,
